stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\Users\kalvi\Downloads\Allegro_Window\x64\Debug\allegro5.cfg r
dtor     D               dtor.c:196  _al_register_destructor          [   0.61842] added dtor for sub_bitmap 000001F54C264400, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.61865] added dtor for sub_bitmap 000001F54C265F20, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.61886] added dtor for sub_bitmap 000001F54C266110, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.61913] added dtor for sub_bitmap 000001F54C266300, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.61978] added dtor for sub_bitmap 000001F54C267280, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.62112] added dtor for sub_bitmap 000001F54C267470, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.62128] added dtor for sub_bitmap 000001F54C2645F0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.62148] added dtor for sub_bitmap 000001F54C2664F0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.62200] added dtor for sub_bitmap 000001F54C2668D0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.62242] added dtor for sub_bitmap 000001F54C266AC0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.62253] added dtor for sub_bitmap 000001F54C264FA0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.62310] added dtor for sub_bitmap 000001F54C266EA0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.62328] added dtor for sub_bitmap 000001F54C265760, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.62336] added dtor for sub_bitmap 000001F54C267660, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.62351] added dtor for sub_bitmap 000001F54C266CB0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.62383] added dtor for sub_bitmap 000001F54C263C40, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.62392] added dtor for sub_bitmap 000001F54C263E30, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.62414] added dtor for sub_bitmap 000001F54C264020, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.62438] added dtor for sub_bitmap 000001F54C264BC0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.62463] added dtor for sub_bitmap 000001F54C264DB0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.62490] added dtor for sub_bitmap 000001F54C265380, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.62516] added dtor for sub_bitmap 000001F54C26B670, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.62594] added dtor for sub_bitmap 000001F54C26BE30, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.62638] added dtor for sub_bitmap 000001F54C26CFA0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.62667] added dtor for sub_bitmap 000001F54C26CBC0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.62675] added dtor for sub_bitmap 000001F54C268BD0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.62683] added dtor for sub_bitmap 000001F54C269770, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.62694] added dtor for sub_bitmap 000001F54C26AAD0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.62703] added dtor for sub_bitmap 000001F54C26E110, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.62724] added dtor for sub_bitmap 000001F54C26DB40, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.62757] added dtor for sub_bitmap 000001F54C269960, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.62788] added dtor for sub_bitmap 000001F54C26AEB0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.62806] added dtor for sub_bitmap 000001F54C2689E0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.62816] added dtor for sub_bitmap 000001F54C26B860, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.62823] added dtor for sub_bitmap 000001F54C26C210, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.62831] added dtor for sub_bitmap 000001F54C26CDB0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.62850] added dtor for sub_bitmap 000001F54C26BA50, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.62858] added dtor for sub_bitmap 000001F54C26A120, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.62865] added dtor for sub_bitmap 000001F54C26DD30, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.62872] added dtor for sub_bitmap 000001F54C267A60, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.62893] added dtor for sub_bitmap 000001F54C26C5F0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.62907] added dtor for sub_bitmap 000001F54C269390, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.62915] added dtor for sub_bitmap 000001F54C26E300, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.62922] added dtor for sub_bitmap 000001F54C267C50, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.62945] added dtor for sub_bitmap 000001F54C26D190, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.62955] added dtor for sub_bitmap 000001F54C26E8D0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.62967] added dtor for sub_bitmap 000001F54C26ACC0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.62979] added dtor for sub_bitmap 000001F54C26E4F0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.62987] added dtor for sub_bitmap 000001F54C268FB0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.62996] added dtor for sub_bitmap 000001F54C269B50, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.63005] added dtor for sub_bitmap 000001F54C26C9D0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.63037] added dtor for sub_bitmap 000001F54C26DF20, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.63054] added dtor for sub_bitmap 000001F54C26D950, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.63067] added dtor for sub_bitmap 000001F54C26E6E0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.63078] added dtor for sub_bitmap 000001F54C26B480, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.63088] added dtor for sub_bitmap 000001F54C26A310, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.63101] added dtor for sub_bitmap 000001F54C26F470, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.63110] added dtor for sub_bitmap 000001F54C268220, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.63118] added dtor for sub_bitmap 000001F54C26B0A0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.63129] added dtor for sub_bitmap 000001F54C269D40, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.63140] added dtor for sub_bitmap 000001F54C268030, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.63148] added dtor for sub_bitmap 000001F54C26A500, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.63159] added dtor for sub_bitmap 000001F54C26A6F0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.63169] added dtor for sub_bitmap 000001F54C268600, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.63181] added dtor for sub_bitmap 000001F54C269F30, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.63202] added dtor for sub_bitmap 000001F54C269580, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.63211] added dtor for sub_bitmap 000001F54C26F090, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.63226] added dtor for sub_bitmap 000001F54C26A8E0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.63233] added dtor for sub_bitmap 000001F54C26F280, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.63241] added dtor for sub_bitmap 000001F54C26B290, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.63251] added dtor for sub_bitmap 000001F54C26ECB0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.63259] added dtor for sub_bitmap 000001F54C26EEA0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.63268] added dtor for sub_bitmap 000001F54C26BC40, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.63284] added dtor for sub_bitmap 000001F54C268DC0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.63292] added dtor for sub_bitmap 000001F54C26C020, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.63299] added dtor for sub_bitmap 000001F54C26C400, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.63307] added dtor for sub_bitmap 000001F54C26C7E0, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.63315] added dtor for sub_bitmap 000001F54C26D380, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.63326] added dtor for sub_bitmap 000001F54C26D570, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.63337] added dtor for sub_bitmap 000001F54C26D760, func 00007FFCF5641186
dtor     D               dtor.c:196  _al_register_destructor          [   0.63344] added dtor for sub_bitmap 000001F54C26EAC0, func 00007FFCF5641186
dtor     D               dtor.c:227  _al_unregister_destructor        [   0.63351] removed dtor for bitmap 000001F54C0F0920
dtor     D               dtor.c:196  _al_register_destructor          [   0.63360] added dtor for font 000001F54C0DF2A0, func 00007FFD1C8A128F
dtor     D               dtor.c:227  _al_unregister_destructor        [   0.63374] removed dtor for bitmap 000001F54C0F0350
audio-dsound I           dsound.cpp:271  _dsound_open                     [   0.63482] Starting DirectSound...
audio-dsound D           dsound.cpp:280  _dsound_open                     [   0.67454] DirectSoundCreate8 succeeded
audio-dsound I           dsound.cpp:73   get_window                       [   0.67466] Using desktop window: 0000000000010010
audio    I              audio.c:347  do_install_audio                 [   0.67488] Using DirectSound driver
audio-dsound D           dsound.cpp:311  _dsound_allocate_voice           [   0.67501] Allocating voice
audio-dsound D           dsound.cpp:370  _dsound_allocate_voice           [   0.67508] Allocated voice
dtor     D               dtor.c:196  _al_register_destructor          [   0.67515] added dtor for voice 000001F54C225670, func 00007FFCFAEA115E
dtor     D               dtor.c:196  _al_register_destructor          [   0.67524] added dtor for mixer 000001F54C22AE70, func 00007FFCFAEA145B
audio-dsound D           dsound.cpp:466  _dsound_start_voice              [   0.67532] Starting voice
audio-dsound D           dsound.cpp:494  _dsound_start_voice              [   0.67538] CreateSoundBuffer
audio-dsound D           dsound.cpp:502  _dsound_start_voice              [   0.67739] CreateSoundBuffer succeeded
audio-dsound D           dsound.cpp:508  _dsound_start_voice              [   0.67768] Starting _dsound_update thread
audio-dsound I           dsound.cpp:518  _dsound_start_voice              [   0.67833] Voice started
dtor     D               dtor.c:196  _al_register_destructor          [   0.67845] added dtor for sample_instance 000001F54C1166D0, func 00007FFCFAEA1212
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.67854] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.67863] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.67870] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.67877] added dtor for sample_instance 000001F54C116AC0, func 00007FFCFAEA1212
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.67897] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.67904] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.67912] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.67919] added dtor for sample_instance 000001F54C115B00, func 00007FFCFAEA1212
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.67926] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.67933] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.67940] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.67948] added dtor for sample_instance 000001F54C116C10, func 00007FFCFAEA1212
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.67957] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.67964] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.67971] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.67978] added dtor for sample_instance 000001F54C116EB0, func 00007FFCFAEA1212
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.67985] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.67993] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.68006] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.68019] added dtor for sample_instance 000001F54C116D60, func 00007FFCFAEA1212
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.68026] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.68033] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.68040] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.68046] added dtor for sample_instance 000001F54C115710, func 00007FFCFAEA1212
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.68053] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.68070] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.68078] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.68089] added dtor for sample_instance 000001F54C115EF0, func 00007FFCFAEA1212
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.68098] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.68105] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.68113] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.68126] added dtor for sample_instance 000001F54C115DA0, func 00007FFCFAEA1212
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.68145] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.68155] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.68164] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.68172] added dtor for sample_instance 000001F54C115860, func 00007FFCFAEA1212
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.68189] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.68197] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.68208] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.68217] added dtor for sample_instance 000001F54C117000, func 00007FFCFAEA1212
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.68225] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.68235] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.68243] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.68267] added dtor for sample_instance 000001F54C116040, func 00007FFCFAEA1212
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.68274] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.68282] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.68296] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.68303] added dtor for sample_instance 000001F54C1151D0, func 00007FFCFAEA1212
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.68311] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.68326] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.68333] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.68341] added dtor for sample_instance 000001F54C115320, func 00007FFCFAEA1212
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.68348] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.68356] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.68363] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.68370] added dtor for sample_instance 000001F54C115470, func 00007FFCFAEA1212
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.68377] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.68384] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.68393] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.68405] added dtor for sample_instance 000001F54C1155C0, func 00007FFCFAEA1212
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.68414] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.68421] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.68427] 
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.69094] opening allegro_icon.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.69144] opening allegro_icon.png rb
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.69515] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.69528] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.69534] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.69540] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.69547] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.69554] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.69561] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.69567] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.69574] Fake format
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.69582] Alpha doesn't match
d3d      D         d3d_disp.cpp:1213 real_choose_bitmap_format        [   0.69588] Adapter format is 23
d3d      D         d3d_disp.cpp:1216 real_choose_bitmap_format        [   0.69595] Found a format
d3d      I         d3d_disp.cpp:2387 d3d_create_bitmap                [   0.69603] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.69695] added dtor for bitmap 000001F54C267E40, func 00007FFCF5641186
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.69754] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.69763] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.69769] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.69779] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.69786] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.69793] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.69799] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.69806] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.69813] Fake format
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.69819] Alpha doesn't match
d3d      D         d3d_disp.cpp:1213 real_choose_bitmap_format        [   0.69826] Adapter format is 23
d3d      D         d3d_disp.cpp:1216 real_choose_bitmap_format        [   0.69833] Found a format
d3d      I         d3d_disp.cpp:2387 d3d_create_bitmap                [   0.69844] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.69896] added dtor for bitmap 000001F54C268410, func 00007FFCF5641186
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.70088] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.70100] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   0.70596] removed dtor for bitmap 000001F54C268410
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.70701] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.70712] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.70719] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.70726] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.70735] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.70742] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.70748] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.70756] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.70763] Fake format
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.70770] Alpha doesn't match
d3d      D         d3d_disp.cpp:1213 real_choose_bitmap_format        [   0.70779] Adapter format is 23
d3d      D         d3d_disp.cpp:1216 real_choose_bitmap_format        [   0.70789] Found a format
d3d      I         d3d_disp.cpp:2387 d3d_create_bitmap                [   0.70798] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.70859] added dtor for bitmap 000001F54C2691A0, func 00007FFCF5641186
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.72062] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.72208] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   0.72584] removed dtor for bitmap 000001F54C2691A0
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.74921] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.74957] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.74992] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.75005] _al_d3d_sync_bitmap (video) ref count == 1
